id,text,klass,humor_rating,humor_mechanism
tweet13866,"Este short que estoy usando me marca todo el coño, que bronca",no-joke,,
tweet13867,#SeAcabaElMundoYTodavia sigues estando bien pendejo.,no-joke,,
tweet13868,"🔫🌹G. N Roses
🙉🙉Arctic Monkeys
🚪🚪The Doors
📻💆Radiohead
🔧Tool
🐁Muse
👅Rolling S.
🔥👄Flaming Lips
👊👊F. Fighters
🚗💥🚕The Clash
🎮🔥Arcade Fire
👑Queen",no-joke,,
tweet13869,"MAÑANA MARTES ENTREGAS EN VIÑA, 20.00hrs",no-joke,,
tweet13870,A la mierda Fear Twd #YoVeoCrimenAmericano,no-joke,,
tweet13871,"Ya traigo sed de la mala, de la peligrosa. De esa que hizo declarar la guerra contra el narco a Felipe Calderón Hinojosa",no-joke,,
tweet13872,"me da risa cuando la gente se tira un pedo pensando que estan solos, es hermoso reirse y pregunten... quien esta ahi? jaja guau",no-joke,,
tweet13873,"{\__/}
( • . •)
/ &gt;❤️  ¿lo quieres?

{\__/}
( • - •)
❤️&lt; \  No, por puta.

😂😂😂",no-joke,,
tweet13874,Cuenta la leyenda que las baterías de los móviles duraban más de un día.,joke,2.3333,parody
tweet13875,Ganas de estudiar... donde estan?? 😢😢😢,no-joke,,
tweet13876,Típico : No hacer nada en todo el día. Sentirse culpable. Seguir sin hacer nada.,joke,1.6666666666999999,reference
tweet13877,"Para saber qué a una mujer la acaban de mandar a la verga, basta con verles el cabello, nada más las dejan y siempre se hacen alguna mamada",no-joke,,
tweet13878,"Creo que mi habitación es un lugar santo, cada vez que mi madre entra, dice: ¡Dios mío!",joke,2.294117647058824,
tweet13879,"¿Adivinen quién ya tiene el iPhone X? 🙊🙈

—Yo, en el 2050. #AppleEvent",joke,2.2,
tweet13880,"Ya hay más cuentas de ""Minions"" que de Willys Wonkas, Ola ke ases y Brian sin suerte, Lauras Bozzos y monstruos come galletas. Juntos!",no-joke,,
tweet13881,"¿Cuál es el principal problema de la economía en Marruecos?
-La morosidad  #chistes",joke,2.4,exaggeration
tweet13882,Ya vámonos a dormir porque mañana hay que despertar temprano porque hay que levantar un muro. 😂😂 #ElectionNight,no-joke,,
tweet13883,"Mi vida sexual es tan mágica, que nada por aquí y nada por allá. 😔",joke,2.6667,
tweet13884,No quiero perder la cordura,no-joke,,
tweet13885,"Oigan mejicanos, en lugar de estar buscando Pokémon deberían buscar a los 43 angelitos de Ayotzinapa, ¿ya los encontraron?",no-joke,,
tweet13886,Mandaría fotos a la promo pero como vivo literalmente estudiando NO TENGO NI TIEMPO PARA ESO shoro,no-joke,,
tweet13887,"— ¿Me quieres?
— Si
— ¿Mucho?
— Bastante
— ¿Hasta donde?
— Hasta mañana, ya duérmete.",joke,1.2,embarrassment
tweet13888,"—Hija ¿qué haces?  —Le enseño las tetas a mi novio por messenger  —Eres la vergüenza de la familia, todavía usas MSN. Por SKYPE es mejor #XD",joke,3.0,
tweet13889,"Q en Ponce un chico tiro a una perrita d un 2do pisooo??? Ay!Diohh! Pues pq no lo amarran al filo,y asi el sentira lo q sintio ella!",no-joke,,
tweet13890,"¿Por qué dejaron su relación un matemático y una física?
- Porque no había QUÍMICA entre ellos.",joke,2.4,wordplay
tweet13891,Yo también me hacía el pensativo en un examen cuando el profesor me miraba.,no-joke,,
tweet13892,"Si hay calentamiento global, entonces ¿habrá una orgía mundial?",joke,1.25,
tweet13893,"HOY ARRIENDO DEPARTAMENTO EN EL QUISCO
$30.000 POR NOCHE (EQUIPADO COMPLETO
RESERVAS: 990605854 y 984443461",no-joke,,
tweet13894,"-Se me cayó el IPhone al WC, por suerte lo pude salvar! 

-A mí se me cayó el Blackberry! 

-Y qué hiciste?

-Tiré de la cadena",joke,1.8,
tweet13895,"Yo: Tengo tanta sal
Mamá: Pasate por azucar

Se pasa la Marta jaja",no-joke,,
tweet13896,No veo las horas que llegue el invierno❄😍,no-joke,,
tweet13897,"PS4 Fa Sale 
$225",no-joke,,
tweet13898,"Buen día, intensos e intensas. Veo que están todos sufriendo por amor. Me sumaría, pero hace rato se me agotaron las palabras.",no-joke,,
tweet13899,Mi familia es una obra de arte,no-joke,,
tweet13900,"Muy feliz de escuchar a @CamiloArbelaezG en @somosla92 , en él está la prueba de que el que persevera alcanza, la mejor energía Cami!",no-joke,,
tweet13901,"—¿Nivel de inglés?
—Alto
—¿Como se dice mañana?
—Tomorrow.
—Y ¿Mañana por la mañanita?
—Tomorrow por la tomorrita.
—Contratado!",joke,2.8,wordplay
tweet13902,que tienes ruls,no-joke,,
tweet13903,"Padre nuestro, por que nos has olvidado",no-joke,,
tweet13904,@gretaercole @Solanagrassi alguna me invita a mirar un poco de tele a su casa?,no-joke,,
tweet13905,@nicolaevna  Que gusto seguirte,no-joke,,
tweet13906,Jaimito ve a sus padres haciendo el amor: Que hacen? —Estoy inyectando a tu madre —Debe estar grave porque el vecino la inyectó 2 veces ayer,joke,2.7777777777777777,unmasking
tweet13907,Qué pedo tienen en la cabeza 🤦🏻‍♀️,no-joke,,
tweet13908,Lo siento por todos los españoles e ingleses que compraron boletos para los octavos...,no-joke,,
tweet13909,"?.-~*'*•~-.¸-(EL Divo00 d3 Tw1tTeR!!! ?Pu3do ZeR 3L KaRaM3L0 mAZz DuLc3? 0 3L B3n3n0 mAZ L3thAL?)-,.-~*'¨*•~-.¸?Ha iniciado sesión.?",no-joke,,
tweet13910,@EzioRed me sigues¿,no-joke,,
tweet13911,Huy inita!,no-joke,,
tweet13912,#TerapiaDeRisas Cuando el río suena... A alguien se le cayo el iPod al agua...,joke,1.5,parody
tweet13913,Cadaa cosa hay que escuchar🙍‍♀️,no-joke,,
tweet13914,Mi cuerpo está tan cansado que me dormiría dos semanas seguidas ! 😪,no-joke,,
tweet13915,"Hay cosas realmente placenteras en éste mundo, un abrazo en momentos difíciles, un beso de la persona que amas, ver perder a Brasil.",joke,2.6,irony
tweet13916,"""Verón vendepatria, ojala te mueras de diarrea tomando un yogurt cada día""  #chistes",no-joke,,
tweet13917,"Si la vida te da limones, fácil pide sal y tequila.",joke,1.75,
tweet13918,Síganme en @TuiterocooI les daré Followback a los primeros 300 que me sigan.,no-joke,,
tweet13919,Mi vieja le esta escribiendo a cristina kirchner por el cumpleaños como si la vieja lo va a leer al mensaje AJJJJAJJAJAJAJJA,no-joke,,
tweet13920,Ya me vi bien astral en el EDC 👽,no-joke,,
tweet13921,"Hombres:
—Llevamos 5 meses de novios, le diré que la amo.

Mujeres:
—Ya llevamos 15 minutos en whatsapp, le pediré una foto de su paquetote.",joke,1.0,
tweet13922,إعادة تغريد ☁ لكسب ما عليك سوى اتباع الجميع العودة retweets منظمة الصحة العالمية وتابع كائنا من كنت ☁ يتبع,no-joke,,
tweet13923,No he comido en dos días porque se me olvido la contraseña de mi cuenta de Instagram.,joke,2.4,
tweet13924,Recordarte? Ni que fueras mi contraseña.,joke,2.2,
tweet13925,Juro que me va a llegar el karma,no-joke,,
tweet13926,Necesito de alguien me que me de abrazos 24/7 . si soy re intensa,no-joke,,
tweet13927,El fernet asienta muy bien en Brasil,no-joke,,
tweet13928,"—Vida, ¿me veo gorda con este vestido? —¿Cómo crees?, te ves muy bolita, digo, bodoque, no no, Botija, que diga, botana, digo, bonita, eso.",joke,1.25,unmasking
tweet13929,"-Mamá, mamá... -¿Ahora qué carajos te dicen en la escuela, Pepito? #fb",joke,2.2,
tweet13930,"Un loco a otro loco: -¿Qué haces? -Una carta -¿Y para quien? -Para mi mismo -¿Y qué dice? -No sé, me llega mañana!",joke,2.0,absurd
tweet13931,"“No importa con cuántos haya cogido, contigo hago el amor”

—La abeja reina de la putería.",no-joke,,
tweet13932,Se utilizaron helicópteros y aviones no tripulados para localizar el lugar exacto donde se estrelló el avión comercial iraní ATR 72.,no-joke,,
tweet13933,Este boxer no me dejo dormir en paz jajaja,no-joke,,
tweet13934,@Schusteroficial ven a saludarme 🙄🙄,no-joke,,
tweet13935,"Conmigo no funciona el ""te ignoro para que te enamores"". A mi me ignoras y te vas a la mierda.",no-joke,,
tweet13936,"Vollllllvera como la primera vez,
Déjala que vuelva",no-joke,,
tweet13937,"Típico: Tratar de dejar de reírte, mentalizarte, ponerte serio, mirar a tu amigo y estallar de risa, de nuevo.",no-joke,,
tweet13938,"-Te amo.
-Cerveza.",no-joke,,
tweet13939,Buen día para el que me lee.,no-joke,,
tweet13940,"Algunos hombres son mas chismosos que las mismas mujeres jajaja , ya tan rápido andan corriendo chismes",no-joke,,
tweet13941,"El Profesor dice ""Grupos de 3"" y siempre sale uno que dice: ¿Se puede uno de 4 profesor?",no-joke,,
tweet13942,tengo bias que ni sé como son sus orejas supongo que no son lo suficientemente lindas como para que les preste atención,no-joke,,
tweet13943,"""Uy tengo mucho que estudiar"" *mira el techo* *tuitea* *se rasca las axilas* *come postre* *ve un video de una cabra voladora en Youtube*...",joke,1.0,reference
tweet13944,Por más noches así ❤😍,no-joke,,
tweet13945,"En este momento, Ana War me hace un remix de La negra tiene tumbao y el himno de españa! Estoy tardando en alistarme en las Fuerzas Armadas",no-joke,,
tweet13946,"—Feliz día del niño.

—Pero si yo ya tengo 27 años.

—Perdón, es que te ves infantil poniéndole indirectas a tu ex.",joke,1.75,
tweet13947,Los del Atleti esperan que Torres no haga un buen partido y yo me pregunto que partido habrán visto para decir eso.,no-joke,,
tweet13948,Y apareciste tu Negro??,no-joke,,
tweet13949,El desayuno antes de ir al colegio se consume en silencio y mirando un punto fijo sin la mínima reacción.,no-joke,,
tweet13950,Ya vino el perro que todos querian leer ladrar guau :v,no-joke,,
tweet13951,Por que ... Si tienen todo el hp bus solo 😡 tienen que pararse al lado mio y es que por poco se sientan encima,no-joke,,
tweet13952,"En la bolsa de valores de mi corazón, eres la divisa que mejor se cotiza: siempre vas a la alza. #poetuit",no-joke,,
tweet13953,21 días,no-joke,,
tweet13954,"-Te voy a robar el corazon. -Ay que tierno. -Es enserio, soy traficante de organos. #xD",joke,2.2,
tweet13955,"Vas a tener Tortilla para una semana si le pones 7 huevos.
#CepedaTortilla 
#THOSFans Cepeda 
@Cepeda_ot2017",no-joke,,
tweet13956,Quiero una mamadera... dijo el tartamudo en la carpinteria,joke,3.0,wordplay
tweet13957,El misterioso ritual maya para el dios del comercio,no-joke,,
tweet13958,Lo de Temuco hoy es preocupante.,no-joke,,
tweet13959,"Cc una vieja se pone celosa de que quieres con su novio y tú así de, amiga date cuenta, a mi me gustas tú 🙄",no-joke,,
tweet13960,Debería jugar las visuals novels de Fate en vez de limitarme al anime porque fijisimo que hay una ruta donde Shinji muere,no-joke,,
tweet13961,"-911 ¿cuál es su emergencia?
-Ven y sana mi dolor, tienes la cura de éste amor. Hago éste llamado para..
–Deja de molestar Daddy Yankee
- :(",joke,2.4,
tweet13962,"#MaestrosDeLaCostura

Los últimos serán los primeros",no-joke,,
tweet13963,"Siempre quise entrar en la iglesia y gritar ""Yo me opongo"" #EnUnaBoda.",joke,1.3333,
tweet13964,vamos a ver q onda esta serie ajaja,no-joke,,
tweet13965,Qué satisfactorio es que te feliciten en el laburo.,no-joke,,
tweet13966,Ya quiero que sea sábado :(,no-joke,,
tweet13967,Tengo más hueva que Justin Bieber en sus conciertos de México.,no-joke,,
tweet13968,"#Pregunta: ¿Cuanto tiempo se tiene que dejar la batería de una cámara por primer vez?, ¿12 hrs?.. Gracias.",no-joke,,
tweet13969,"Si leíste, eso si sabes leer, que a las mujeres las conquistás por el oído, no significa que tenés que ponerle 80 parlantes a tu Renault 12.",no-joke,,
tweet13970,Ahora te pasas no se con quien..,no-joke,,
tweet13971,"El que sabe, sabe... Y el que no sabe es jefe. #MaximasFilosoficas #fb",joke,2.2857142857142856,stereotype
tweet13972,En el entretiempo la fuerza policial rusa entra al vestuario de Méjico y encuentran cadáveres descuartizados y bebés rellenos de heroína.,joke,1.0,stereotype
tweet13973,"—Oye, te quiero como quieren los patos.
—¿Cómo?
—Patodalavida.",joke,1.6,wordplay
tweet13974,"Y CÓMO DESHACERME DE TI SI NO TE TENGO

*mete el pavo al horno*",no-joke,,
tweet13975,"Dios gracias,pq me viste destruida y me acogiste en tus brazos y me has restituido!!",no-joke,,
tweet13976,"—¿A dónde vamos?

—A ser felices.

—¿Vamos a comer hamburguesas?

—¡Aiñññ! me conoces tan bien por eso te amo. 

*Unos gorditos enamorados*",joke,1.3333,
tweet13977,Hoy duermo con mi bebita ??,no-joke,,
tweet13978,"Por fin un alivio ⛈☔ para esas personas y animales que viven en la calle, después de varios días de tanto calor!",no-joke,,
tweet13979,"-Amor, hoy estas muy cortante.
-ok",joke,1.6,
tweet13980,Algún día voy a poder dormir temprano? ?,no-joke,,
tweet13981,"“Me da un queso de aquí”

—Yo en Oaxaca.",joke,2.3333,wordplay
tweet13982,Mi historia de amor es como las de Disney. Imaginaria.,joke,2.3333,
tweet13983,"Ahora siento lo que sienten todas las Marías, Alejandras, Guadalupes, etc, etc.",no-joke,,
tweet13984,#DanielPeredo siento un gran vació en mi corazón! 😭😔 Todas sus narraciones quedarán grabadas en mi corazón!,no-joke,,
tweet13985,No mija lo fea no se quita yendo al gym.,no-joke,,
tweet13986,No se vale que lo detengan por tomar  #SalsaVictoria,no-joke,,
tweet13987,"Me pregunto, ¿El platillo de mierda, me llevara a la casa de mi ex? #MasterChefMx",no-joke,,
tweet13988,Fergie quiso hacer una de Xtina y le salió una morisqueta.,no-joke,,
tweet13989,600 Amigo de toda la vida 💪,no-joke,,
tweet13990,"Hice en Twitter lo que vos con tu ex, volví.",joke,2.75,analogy
tweet13991,"¿Crees en los extraterrestres?
-No
-Yo tampoco, son muy mentirosos..#chistes",joke,2.8333,absurd
tweet13992,En las #FamiliasFuertes siempre esta el tío que te daba cerveza de chiquito,no-joke,,
tweet13993,"Cuando un taxista se va a cortar el pelo , quien habla mas de los dos?
#Chistes #humor",joke,2.4,
tweet13994,"alv hoy no iré a la facu, soy más mocos que persona",no-joke,,
tweet13995,Ya siento el clavito de esta semana.,no-joke,,
tweet13996,"Bueno,ya acabe con el santoral completo y nos estan dando DONA! Dom/3 PUR/0",no-joke,,
tweet13997,"—¿Me veo gorda con este vestido? —Con ese vestido, sin ese vestido y con todos los vestidos.",joke,2.142857142857143,
tweet13998,locos quien quiere ir a ver star wars hoy? les regalo un pase doble guau,no-joke,,
tweet13999,"Tal vez no le caiga bien a todo el mundo, pero no finjo ser una persona que no soy.",no-joke,,
tweet14000,"Filo va a volver en cualquier momento, tu ex no.",no-joke,,
tweet14001,"Increíble lo que pasó en Minas, cada vez peor.",no-joke,,
tweet14002,QUIERO MIS STANCE SOCKS🤩😍🤤,no-joke,,
tweet14003,"Después de muchas idas y vueltas, compré un GPS.
#chistes",joke,2.5,
tweet14004,Los amigos valen oro... no seas tonto ¡véndelos!,joke,2.75,
tweet14005,"mejor lo dejamos en lowkey, dime si yo puedo confiar en ti. Me hablan muchos y yo te quiero a ti🤪",no-joke,,
tweet14006,#AEROMÉXICOTIENEPÉSIMOSERVICIO no confiemos en esta aero servicio. @mariobautista x9,no-joke,,
tweet14007,"Vivimos en un mundo en el que la comida está llena de químicos, y un jabón tiene avena, miel y vitaminas.",joke,2.3333,irony
tweet14008,"Feliz cumplee para mi wachoo, ahre se saludaba solo xD😂",no-joke,,
tweet14009,Censando al marido ¿Su nombre? Adán ¿Su esposa? Eva —Increíble Por casualidad la serpiente esta por ahí? —Claro que si..SUEGRA LA NECESITAN,joke,2.8,
tweet14010,"Entra un señor a una libreria y dice:
Me da un libro para hacer amigos ,librero  de mierda 
#chistes",joke,1.6667,irony
tweet14011,Auto Tweet 10 ##juristyeo,no-joke,,
tweet14012,"—¿Alguna pregunta?
—Sí profe, ¿por qué Goofy habla y Pluto no? Si los dos son perros...
—Sobre la clase.
—Ah no.",joke,2.8,misunderstanding
tweet14013,"Qué bonito cuando un Amor te cambia por dentro, sin quererlo o saberlo, solo porque te nace desear ser mejor persona.",no-joke,,
tweet14014,Alguna serie que te haga sentir que estas en otro mundo por un par de horas?,no-joke,,
tweet14015,"Maténme si eso, pero odio más a Peter Pettigrew que a Dolores Umbridge🙌🏻 #harrypotter",no-joke,,
tweet14016,Primero Javier Duarte y ahora Luis Miguel. Si están arrestado por ser gordos ya estuvo que mejor mañana me entrego. 😭,joke,1.8,exaggeration
tweet14017,Tiene más credibilidad un novio Borracho y Mujeriego que te ha engañado 3 veces que El PREP ......,joke,1.0,analogy
tweet14018,Por suerte encontre esa pelicula,no-joke,,
tweet14019,"Un tenedor y un cuchillo  llaman a la Cuchara! Al no darse vuelta, el tenedor dice: ""Parece que no escuchara"" #chistes",joke,3.6,
tweet14020,"No hagas a los demás lo que no te gustaría que te hicieran a ti. Así que ""NO ENCIENDAS LA LUZ CUANDO ESTOY DURMIENDO"".",joke,1.25,parody
tweet14021,"#chiste: Papa, Mama porque solo trabaja de noche?.........ii CALLATE HIJO DE PUT@ !! #chistes RT.",joke,1.0,
tweet14022,"—¿Me das la hora?

—No, ya se la di a otra persona.",joke,2.4,
tweet14023,"#BuenViernes para todos! El mejor día de la semana, esta todo por hacer.",no-joke,,
tweet14024,Hoy me levanté temprano para alcanzar barbacoa y ya no había. Pude sentir cómo Jesucristo soltó mi mano y me dejó caer en las tinieblas.,no-joke,,
tweet14025,"—Las chaparritas somos las mejores.
—¿Por qué lo dices?
—Pues los mejores perfumes vienen en envases pequeños.
—Las muestras gratis también.",joke,3.0,
tweet14026,Toda la vida pensando que el aire es gratis hasta que te compras una bolsa de Doritos.,joke,2.9411764705882355,
tweet14027,"-Má, pá, tengo algo importante que decirles.
-Ya lo sabía, hijo.
-¿Que era gay?
-¡¿Cómo que gay?!
-Sí
-Qué alivio, creíamos que eras vegano.",joke,2.5,embarrassment
tweet14028,"bueno ana, ya te conseguiste garche seguro, ahre",no-joke,,
